nohup: ignoring input
============================================================================================
Remove CancerControl-v0 from registry
============================================================================================
Device set to : NVIDIA GeForce RTX 3090
============================================================================================
training environment name : gym_cancer:CancerControl-v0--patient011
2022-09-22 10:05:58.402593: I tensorflow/core/util/util.cc:169] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
current logging run number for gym_cancer:CancerControl-v0 :  0
save checkpoint path : ../PPO_pretrained/online/gym_cancer:CancerControl-v0/patient011/
save checkpoint format : patient011_10_20220922-1005-m1-0.8-AI-0.8_PPO_gym_cancer:CancerControl-v0_0_0.pth
--------------------------------------------------------------------------------------------
num of envs : 1
max training updating times :  100000
max timesteps per episode :  120
model saving frequency : 500 episodes
log frequency : 2 episodes
printing average reward over episodes in last : 2 episodes
--------------------------------------------------------------------------------------------
state space dimension :  7
action space dimension :  10
--------------------------------------------------------------------------------------------
Initializing a discrete action space policy
--------------------------------------------------------------------------------------------
The initial explore rate : 0.8 and initial exploit rate is : 1- 0.8
PPO update frequency : 2 episodes
PPO K epochs :  4
PPO epsilon clip :  0.2
discount factor (gamma) :  0.99
--------------------------------------------------------------------------------------------
decaying optimizer with step size :  1000  decay ratio :  0.8
optimizer learning rate actor :  3e-05
optimizer learning rate critic :  1e-05
The local computer has : 24 cores
============================================================================================
Started training at (GMT) :  2022-09-22 10:06:04
============================================================================================
Updates : 0 		 Survival : 4.0  		 Treated : 0 		 Reward : -0.38
Updates : 21958 		 Survival : 108.0  		 Treated : 45 		 Reward : 1707.31
Updates : 21960 		 Survival : 88.0  		 Treated : 45 		 Reward : 987.27
Updates : 21962 		 Survival : 108.0  		 Treated : 45 		 Reward : 1806.92
Updates : 21964 		 Survival : 90.0  		 Treated : 45 		 Reward : 1075.18
Updates : 21966 		 Survival : 108.0  		 Treated : 45 		 Reward : 1653.7
Updates : 21968 		 Survival : 108.0  		 Treated : 45 		 Reward : 1869.16
Updates : 21970 		 Survival : 89.0  		 Treated : 45 		 Reward : 1030.75
Updates : 21972 		 Survival : 108.0  		 Treated : 45 		 Reward : 1754.47
Updates : 21974 		 Survival : 108.0  		 Treated : 45 		 Reward : 1627.82
Updates : 21976 		 Survival : 108.0  		 Treated : 45 		 Reward : 1620.62
Updates : 21978 		 Survival : 92.0  		 Treated : 45 		 Reward : 1164.13
Updates : 21980 		 Survival : 94.0  		 Treated : 45 		 Reward : 1259.13
Updates : 21982 		 Survival : 93.0  		 Treated : 45 		 Reward : 1209.07
Updates : 21984 		 Survival : 93.0  		 Treated : 45 		 Reward : 1209.5
Updates : 21986 		 Survival : 103.0  		 Treated : 45 		 Reward : 1731.34
Updates : 21988 		 Survival : 108.0  		 Treated : 45 		 Reward : 1632.48
Updates : 21990 		 Survival : 108.0  		 Treated : 45 		 Reward : 1578.82
Updates : 21992 		 Survival : 102.0  		 Treated : 45 		 Reward : 1678.82
Updates : 21994 		 Survival : 108.0  		 Treated : 45 		 Reward : 1661.81
Updates : 21996 		 Survival : 108.0  		 Treated : 45 		 Reward : 1623.5
Updates : 21998 		 Survival : 108.0  		 Treated : 45 		 Reward : 2033.02
Updates : 22000 		 Survival : 108.0  		 Treated : 45 		 Reward : 1457.97
--------------------------------------------------------------------------------------------
saving model at : ../PPO_pretrained/online/gym_cancer:CancerControl-v0/patient011/final/patient011_10_20220922-1005-m1-0.8-AI-0.8_PPO_gym_cancer:CancerControl-v0_0_0.pth
model saved
Elapsed Time  :  13:10:19
--------------------------------------------------------------------------------------------
Updates : 22002 		 Survival : 108.0  		 Treated : 45 		 Reward : 1647.36
Updates : 22004 		 Survival : 108.0  		 Treated : 45 		 Reward : 1616.77
Updates : 22006 		 Survival : 108.0  		 Treated : 45 		 Reward : 1661.59
Updates : 22008 		 Survival : 108.0  		 Treated : 45 		 Reward : 1654.15
Updates : 22010 		 Survival : 108.0  		 Treated : 45 		 Reward : 1595.83
Updates : 22012 		 Survival : 108.0  		 Treated : 45 		 Reward : 1591.66
Updates : 22014 		 Survival : 99.0  		 Treated : 45 		 Reward : 1516.8
Updates : 22016 		 Survival : 108.0  		 Treated : 45 		 Reward : 1648.87
Updates : 22018 		 Survival : 108.0  		 Treated : 45 		 Reward : 1640.65
Updates : 22020 		 Survival : 99.0  		 Treated : 45 		 Reward : 1516.8
Updates : 22022 		 Survival : 108.0  		 Treated : 45 		 Reward : 1747.73
Updates : 22024 		 Survival : 99.0  		 Treated : 45 		 Reward : 1516.8
Updates : 22026 		 Survival : 108.0  		 Treated : 45 		 Reward : 1634.72
Updates : 22028 		 Survival : 108.0  		 Treated : 45 		 Reward : 1504.11
Updates : 22030 		 Survival : 108.0  		 Treated : 45 		 Reward : 1892.16
Updates : 22032 		 Survival : 108.0  		 Treated : 45 		 Reward : 1738.11
Updates : 22034 		 Survival : 108.0  		 Treated : 45 		 Reward : 1473.27
Updates : 22036 		 Survival : 108.0  		 Treated : 45 		 Reward : 2035.53
Updates : 22038 		 Survival : 108.0  		 Treated : 45 		 Reward : 1600.34
Updates : 22040 		 Survival : 108.0  		 Treated : 45 		 Reward : 1729.21
Updates : 22042 		 Survival : 108.0  		 Treated : 45 		 Reward : 1696.06
Updates : 22044 		 Survival : 108.0  		 Treated : 45 		 Reward : 1668.92
Updates : 22046 		 Survival : 108.0  		 Treated : 45 		 Reward : 1414.45
Updates : 22048 		 Survival : 108.0  		 Treated : 45 		 Reward : 1602.61
Updates : 22050 		 Survival : 108.0  		 Treated : 45 		 Reward : 1760.67
Updates : 22052 		 Survival : 108.0  		 Treated : 45 		 Reward : 1770.64
Updates : 22054 		 Survival : 108.0  		 Treated : 45 		 Reward : 2038.22
Updates : 22056 		 Survival : 108.0  		 Treated : 45 		 Reward : 1774.5
Updates : 22058 		 Survival : 108.0  		 Treated : 45 		 Reward : 2038.22
Updates : 22060 		 Survival : 108.0  		 Treated : 45 		 Reward : 1577.13
Updates : 22062 		 Survival : 108.0  		 Treated : 45 		 Reward : 1367.0
Updates : 22064 		 Survival : 108.0  		 Treated : 45 		 Reward : 1704.56
Updates : 22066 		 Survival : 108.0  		 Treated : 45 		 Reward : 1741.47
Updates : 22068 		 Survival : 108.0  		 Treated : 45 		 Reward : 1762.61
Updates : 22070 		 Survival : 108.0  		 Treated : 45 		 Reward : 1531.19
Updates : 22072 		 Survival : 108.0  		 Treated : 45 		 Reward : 1649.43
Updates : 22074 		 Survival : 108.0  		 Treated : 45 		 Reward : 1734.49
Updates : 22076 		 Survival : 108.0  		 Treated : 45 		 Reward : 1785.83
Updates : 22078 		 Survival : 108.0  		 Treated : 45 		 Reward : 1733.06
Updates : 22080 		 Survival : 108.0  		 Treated : 45 		 Reward : 1763.3
Updates : 22082 		 Survival : 108.0  		 Treated : 45 		 Reward : 1708.35
Updates : 22084 		 Survival : 108.0  		 Treated : 45 		 Reward : 1612.84
Updates : 22086 		 Survival : 108.0  		 Treated : 45 		 Reward : 1718.74
Updates : 22088 		 Survival : 108.0  		 Treated : 45 		 Reward : 1662.83
Updates : 22090 		 Survival : 108.0  		 Treated : 45 		 Reward : 1312.76
Updates : 22092 		 Survival : 108.0  		 Treated : 45 		 Reward : 1657.59
Updates : 22094 		 Survival : 108.0  		 Treated : 45 		 Reward : 1360.74
Updates : 22096 		 Survival : 88.0  		 Treated : 45 		 Reward : 985.3
Updates : 22098 		 Survival : 108.0  		 Treated : 45 		 Reward : 1490.95
Updates : 22100 		 Survival : 108.0  		 Treated : 45 		 Reward : 1748.53
Updates : 22102 		 Survival : 108.0  		 Treated : 45 		 Reward : 1621.48
Updates : 22104 		 Survival : 108.0  		 Treated : 45 		 Reward : 1635.59
Updates : 22106 		 Survival : 108.0  		 Treated : 45 		 Reward : 1653.11
Updates : 22108 		 Survival : 108.0  		 Treated : 45 		 Reward : 1793.79
Updates : 22110 		 Survival : 90.0  		 Treated : 45 		 Reward : 1075.7
Updates : 22112 		 Survival : 108.0  		 Treated : 45 		 Reward : 1809.55
Updates : 22114 		 Survival : 108.0  		 Treated : 45 		 Reward : 1557.53
Updates : 22116 		 Survival : 108.0  		 Treated : 45 		 Reward : 1693.9
Updates : 22118 		 Survival : 108.0  		 Treated : 45 		 Reward : 1480.97
Updates : 22120 		 Survival : 95.0  		 Treated : 45 		 Reward : 1306.11
Updates : 22122 		 Survival : 108.0  		 Treated : 45 		 Reward : 1487.17
Updates : 22124 		 Survival : 108.0  		 Treated : 45 		 Reward : 1742.2
Updates : 22126 		 Survival : 108.0  		 Treated : 45 		 Reward : 1544.05
Updates : 22128 		 Survival : 108.0  		 Treated : 45 		 Reward : 1602.04
Updates : 22130 		 Survival : 108.0  		 Treated : 45 		 Reward : 1854.91
Updates : 22132 		 Survival : 108.0  		 Treated : 45 		 Reward : 1479.09
Updates : 22134 		 Survival : 108.0  		 Treated : 45 		 Reward : 1612.15
Updates : 22136 		 Survival : 108.0  		 Treated : 45 		 Reward : 1790.51
Updates : 22138 		 Survival : 88.0  		 Treated : 45 		 Reward : 984.16
Updates : 22140 		 Survival : 108.0  		 Treated : 45 		 Reward : 1638.7
Updates : 22142 		 Survival : 108.0  		 Treated : 45 		 Reward : 1631.26
Updates : 22144 		 Survival : 108.0  		 Treated : 45 		 Reward : 1622.68
Updates : 22146 		 Survival : 108.0  		 Treated : 45 		 Reward : 1662.53
Updates : 22148 		 Survival : 108.0  		 Treated : 45 		 Reward : 1427.96
Updates : 22150 		 Survival : 108.0  		 Treated : 45 		 Reward : 1532.99
Updates : 22152 		 Survival : 90.0  		 Treated : 45 		 Reward : 1063.73
Updates : 22154 		 Survival : 108.0  		 Treated : 45 		 Reward : 1593.88
Updates : 22156 		 Survival : 91.0  		 Treated : 45 		 Reward : 1110.5
Updates : 22158 		 Survival : 108.0  		 Treated : 45 		 Reward : 1639.58
Updates : 22160 		 Survival : 108.0  		 Treated : 45 		 Reward : 1726.29
Updates : 22162 		 Survival : 108.0  		 Treated : 45 		 Reward : 1642.99
Updates : 22164 		 Survival : 108.0  		 Treated : 45 		 Reward : 1649.79
Updates : 22166 		 Survival : 108.0  		 Treated : 45 		 Reward : 1699.66
Updates : 22168 		 Survival : 103.0  		 Treated : 45 		 Reward : 1735.34
Updates : 22170 		 Survival : 108.0  		 Treated : 45 		 Reward : 1634.72
Updates : 22172 		 Survival : 108.0  		 Treated : 45 		 Reward : 1583.03
Updates : 22174 		 Survival : 108.0  		 Treated : 45 		 Reward : 1710.77
Updates : 22176 		 Survival : 108.0  		 Treated : 45 		 Reward : 1556.19
Updates : 22178 		 Survival : 108.0  		 Treated : 45 		 Reward : 1328.16
Updates : 22180 		 Survival : 102.0  		 Treated : 45 		 Reward : 1680.95
Updates : 22182 		 Survival : 108.0  		 Treated : 45 		 Reward : 1779.71
Updates : 22184 		 Survival : 108.0  		 Treated : 45 		 Reward : 1652.9
Updates : 22186 		 Survival : 108.0  		 Treated : 45 		 Reward : 1642.3
Updates : 22188 		 Survival : 108.0  		 Treated : 45 		 Reward : 1580.87
Updates : 22190 		 Survival : 108.0  		 Treated : 45 		 Reward : 1671.14
Updates : 22192 		 Survival : 108.0  		 Treated : 45 		 Reward : 1510.33
Updates : 22194 		 Survival : 108.0  		 Treated : 45 		 Reward : 1403.14
Updates : 22196 		 Survival : 108.0  		 Treated : 45 		 Reward : 1398.41
Updates : 22198 		 Survival : 108.0  		 Treated : 45 		 Reward : 2038.09
Updates : 22200 		 Survival : 108.0  		 Treated : 45 		 Reward : 1471.99
Updates : 22202 		 Survival : 108.0  		 Treated : 45 		 Reward : 1558.13
Updates : 22204 		 Survival : 108.0  		 Treated : 45 		 Reward : 1696.11
Updates : 22206 		 Survival : 108.0  		 Treated : 45 		 Reward : 1733.86
Updates : 22208 		 Survival : 108.0  		 Treated : 45 		 Reward : 2038.22
Updates : 22210 		 Survival : 108.0  		 Treated : 45 		 Reward : 1594.29
Updates : 22212 		 Survival : 108.0  		 Treated : 45 		 Reward : 1648.04
Updates : 22214 		 Survival : 108.0  		 Treated : 45 		 Reward : 1627.71
Updates : 22216 		 Survival : 108.0  		 Treated : 45 		 Reward : 1441.49
Updates : 22218 		 Survival : 108.0  		 Treated : 45 		 Reward : 1617.45
Updates : 22220 		 Survival : 108.0  		 Treated : 45 		 Reward : 1659.51
Updates : 22222 		 Survival : 108.0  		 Treated : 45 		 Reward : 1716.15
Updates : 22224 		 Survival : 108.0  		 Treated : 45 		 Reward : 1719.34
Updates : 22226 		 Survival : 108.0  		 Treated : 45 		 Reward : 1529.55
Updates : 22228 		 Survival : 90.0  		 Treated : 45 		 Reward : 1074.24
Updates : 22230 		 Survival : 108.0  		 Treated : 45 		 Reward : 1610.29
Updates : 22232 		 Survival : 108.0  		 Treated : 45 		 Reward : 1668.57
Updates : 22234 		 Survival : 89.0  		 Treated : 45 		 Reward : 1029.64
Updates : 22236 		 Survival : 93.0  		 Treated : 45 		 Reward : 1212.34
Updates : 22238 		 Survival : 108.0  		 Treated : 45 		 Reward : 1518.51
Updates : 22240 		 Survival : 89.0  		 Treated : 45 		 Reward : 1030.75
Updates : 22242 		 Survival : 108.0  		 Treated : 45 		 Reward : 1544.88
Updates : 22244 		 Survival : 89.0  		 Treated : 45 		 Reward : 1029.63
Updates : 22246 		 Survival : 108.0  		 Treated : 45 		 Reward : 1545.8
Updates : 22248 		 Survival : 108.0  		 Treated : 45 		 Reward : 1573.01
Updates : 22250 		 Survival : 108.0  		 Treated : 45 		 Reward : 1612.8
Updates : 22252 		 Survival : 108.0  		 Treated : 45 		 Reward : 1648.96
Updates : 22254 		 Survival : 108.0  		 Treated : 45 		 Reward : 1825.95
Updates : 22256 		 Survival : 108.0  		 Treated : 45 		 Reward : 1609.62
Updates : 22258 		 Survival : 101.0  		 Treated : 45 		 Reward : 1625.33
Updates : 22260 		 Survival : 99.0  		 Treated : 45 		 Reward : 1516.8
Updates : 22262 		 Survival : 108.0  		 Treated : 45 		 Reward : 1686.81
Updates : 22264 		 Survival : 108.0  		 Treated : 45 		 Reward : 1674.8
Updates : 22266 		 Survival : 108.0  		 Treated : 45 		 Reward : 2035.53
Updates : 22268 		 Survival : 108.0  		 Treated : 45 		 Reward : 1770.76
Updates : 22270 		 Survival : 108.0  		 Treated : 45 		 Reward : 1603.63
Updates : 22272 		 Survival : 108.0  		 Treated : 45 		 Reward : 1642.93
Updates : 22274 		 Survival : 108.0  		 Treated : 45 		 Reward : 2034.73
Updates : 22276 		 Survival : 108.0  		 Treated : 45 		 Reward : 1512.05
Updates : 22278 		 Survival : 98.0  		 Treated : 45 		 Reward : 1464.01
Updates : 22280 		 Survival : 108.0  		 Treated : 45 		 Reward : 1807.02
Updates : 22282 		 Survival : 104.0  		 Treated : 45 		 Reward : 1795.14
Updates : 22284 		 Survival : 98.0  		 Treated : 45 		 Reward : 1464.01
Updates : 22286 		 Survival : 96.0  		 Treated : 45 		 Reward : 1361.16
Updates : 22288 		 Survival : 108.0  		 Treated : 45 		 Reward : 1690.75
Updates : 22290 		 Survival : 108.0  		 Treated : 45 		 Reward : 1493.7
Updates : 22292 		 Survival : 108.0  		 Treated : 45 		 Reward : 1707.87
Updates : 22294 		 Survival : 108.0  		 Treated : 45 		 Reward : 1565.01
Updates : 22296 		 Survival : 108.0  		 Treated : 45 		 Reward : 1523.13
Updates : 22298 		 Survival : 101.0  		 Treated : 45 		 Reward : 1625.33
Updates : 22300 		 Survival : 108.0  		 Treated : 45 		 Reward : 1618.14
Updates : 22302 		 Survival : 97.0  		 Treated : 45 		 Reward : 1412.03
Updates : 22304 		 Survival : 108.0  		 Treated : 45 		 Reward : 1610.26
Updates : 22306 		 Survival : 108.0  		 Treated : 45 		 Reward : 1849.74
Updates : 22308 		 Survival : 108.0  		 Treated : 45 		 Reward : 1472.25
Updates : 22310 		 Survival : 108.0  		 Treated : 45 		 Reward : 1618.32
Updates : 22312 		 Survival : 108.0  		 Treated : 45 		 Reward : 1657.61
Updates : 22314 		 Survival : 108.0  		 Treated : 45 		 Reward : 1738.65
Updates : 22316 		 Survival : 108.0  		 Treated : 45 		 Reward : 1325.65
Updates : 22318 		 Survival : 108.0  		 Treated : 45 		 Reward : 1675.27
Updates : 22320 		 Survival : 108.0  		 Treated : 45 		 Reward : 1528.5
Updates : 22322 		 Survival : 108.0  		 Treated : 45 		 Reward : 1354.48
Updates : 22324 		 Survival : 99.0  		 Treated : 45 		 Reward : 1516.8
Updates : 22326 		 Survival : 103.0  		 Treated : 45 		 Reward : 1737.63
Updates : 22328 		 Survival : 108.0  		 Treated : 45 		 Reward : 1688.72
Updates : 22330 		 Survival : 108.0  		 Treated : 45 		 Reward : 1649.61
Updates : 22332 		 Survival : 108.0  		 Treated : 45 		 Reward : 1753.6
Updates : 22334 		 Survival : 108.0  		 Treated : 45 		 Reward : 1662.57
Updates : 22336 		 Survival : 108.0  		 Treated : 45 		 Reward : 1719.7
Updates : 22338 		 Survival : 108.0  		 Treated : 45 		 Reward : 1686.47
Updates : 22340 		 Survival : 108.0  		 Treated : 45 		 Reward : 1798.36
Updates : 22342 		 Survival : 105.0  		 Treated : 45 		 Reward : 1854.28
Updates : 22344 		 Survival : 108.0  		 Treated : 45 		 Reward : 1712.19
Updates : 22346 		 Survival : 108.0  		 Treated : 45 		 Reward : 2038.77
Updates : 22348 		 Survival : 108.0  		 Treated : 45 		 Reward : 1781.66
Updates : 22350 		 Survival : 108.0  		 Treated : 45 		 Reward : 2038.04
Updates : 22352 		 Survival : 108.0  		 Treated : 45 		 Reward : 1684.67
Updates : 22354 		 Survival : 108.0  		 Treated : 45 		 Reward : 1766.29
Updates : 22356 		 Survival : 108.0  		 Treated : 45 		 Reward : 1840.8
Updates : 22358 		 Survival : 108.0  		 Treated : 45 		 Reward : 1839.02
Updates : 22360 		 Survival : 108.0  		 Treated : 45 		 Reward : 1463.77
Updates : 22362 		 Survival : 108.0  		 Treated : 45 		 Reward : 1497.18
Updates : 22364 		 Survival : 108.0  		 Treated : 45 		 Reward : 1591.29
Updates : 22366 		 Survival : 88.0  		 Treated : 45 		 Reward : 990.11
Updates : 22368 		 Survival : 108.0  		 Treated : 45 		 Reward : 1484.43
Updates : 22370 		 Survival : 92.0  		 Treated : 45 		 Reward : 1170.57
Updates : 22372 		 Survival : 108.0  		 Treated : 45 		 Reward : 1754.0
Updates : 22374 		 Survival : 108.0  		 Treated : 45 		 Reward : 1806.57
Updates : 22376 		 Survival : 108.0  		 Treated : 45 		 Reward : 1715.25
Updates : 22378 		 Survival : 108.0  		 Treated : 45 		 Reward : 2041.18
Updates : 22380 		 Survival : 108.0  		 Treated : 45 		 Reward : 1677.41
Updates : 22382 		 Survival : 108.0  		 Treated : 45 		 Reward : 1523.74
Updates : 22384 		 Survival : 108.0  		 Treated : 45 		 Reward : 1437.34
Updates : 22386 		 Survival : 108.0  		 Treated : 45 		 Reward : 1576.28
Updates : 22388 		 Survival : 108.0  		 Treated : 45 		 Reward : 1828.38
Updates : 22390 		 Survival : 89.0  		 Treated : 45 		 Reward : 1032.54
Updates : 22392 		 Survival : 108.0  		 Treated : 45 		 Reward : 1776.91
Updates : 22394 		 Survival : 91.0  		 Treated : 45 		 Reward : 1122.63
Updates : 22396 		 Survival : 108.0  		 Treated : 45 		 Reward : 1765.71
Updates : 22398 		 Survival : 108.0  		 Treated : 45 		 Reward : 1629.36
Updates : 22400 		 Survival : 91.0  		 Treated : 45 		 Reward : 1122.51
Updates : 22402 		 Survival : 108.0  		 Treated : 45 		 Reward : 2040.33
Updates : 22404 		 Survival : 108.0  		 Treated : 45 		 Reward : 1533.34
Updates : 22406 		 Survival : 88.0  		 Treated : 45 		 Reward : 988.57
Updates : 22408 		 Survival : 108.0  		 Treated : 45 		 Reward : 1674.9
Updates : 22410 		 Survival : 108.0  		 Treated : 45 		 Reward : 1736.08
Updates : 22412 		 Survival : 89.0  		 Treated : 45 		 Reward : 1031.2
Updates : 22414 		 Survival : 108.0  		 Treated : 45 		 Reward : 1635.49
Updates : 22416 		 Survival : 90.0  		 Treated : 45 		 Reward : 1074.35
Updates : 22418 		 Survival : 108.0  		 Treated : 45 		 Reward : 1738.57
Updates : 22420 		 Survival : 108.0  		 Treated : 45 		 Reward : 1654.95
Updates : 22422 		 Survival : 88.0  		 Treated : 45 		 Reward : 983.66
Updates : 22424 		 Survival : 108.0  		 Treated : 45 		 Reward : 1476.01
Updates : 22426 		 Survival : 108.0  		 Treated : 45 		 Reward : 1577.36
Updates : 22428 		 Survival : 94.0  		 Treated : 45 		 Reward : 1259.13
Updates : 22430 		 Survival : 108.0  		 Treated : 45 		 Reward : 1825.05
Updates : 22432 		 Survival : 108.0  		 Treated : 45 		 Reward : 1622.63
Updates : 22434 		 Survival : 108.0  		 Treated : 45 		 Reward : 1823.99
Updates : 22436 		 Survival : 108.0  		 Treated : 45 		 Reward : 1643.03
Updates : 22438 		 Survival : 108.0  		 Treated : 45 		 Reward : 1724.33
Updates : 22440 		 Survival : 108.0  		 Treated : 45 		 Reward : 1767.56
Updates : 22442 		 Survival : 108.0  		 Treated : 45 		 Reward : 1826.71
Updates : 22444 		 Survival : 108.0  		 Treated : 45 		 Reward : 2038.04
Updates : 22446 		 Survival : 108.0  		 Treated : 45 		 Reward : 1632.99
Updates : 22448 		 Survival : 108.0  		 Treated : 45 		 Reward : 1647.79
Updates : 22450 		 Survival : 108.0  		 Treated : 45 		 Reward : 1515.2
Updates : 22452 		 Survival : 89.0  		 Treated : 45 		 Reward : 1031.59
Updates : 22454 		 Survival : 108.0  		 Treated : 45 		 Reward : 1753.41
Updates : 22456 		 Survival : 108.0  		 Treated : 45 		 Reward : 1827.77
Updates : 22458 		 Survival : 89.0  		 Treated : 45 		 Reward : 1031.49
Updates : 22460 		 Survival : 108.0  		 Treated : 45 		 Reward : 1461.03
Updates : 22462 		 Survival : 108.0  		 Treated : 45 		 Reward : 1657.18
Updates : 22464 		 Survival : 108.0  		 Treated : 45 		 Reward : 1745.11
Updates : 22466 		 Survival : 108.0  		 Treated : 45 		 Reward : 1600.09
Updates : 22468 		 Survival : 108.0  		 Treated : 45 		 Reward : 1835.3
Updates : 22470 		 Survival : 108.0  		 Treated : 45 		 Reward : 1505.5
Updates : 22472 		 Survival : 108.0  		 Treated : 45 		 Reward : 1624.53
Updates : 22474 		 Survival : 108.0  		 Treated : 45 		 Reward : 1577.84
Updates : 22476 		 Survival : 108.0  		 Treated : 45 		 Reward : 1570.88
Updates : 22478 		 Survival : 91.0  		 Treated : 45 		 Reward : 1120.02
Updates : 22480 		 Survival : 108.0  		 Treated : 45 		 Reward : 1684.3
Updates : 22482 		 Survival : 108.0  		 Treated : 45 		 Reward : 1650.48
Updates : 22484 		 Survival : 108.0  		 Treated : 45 		 Reward : 1708.37
Updates : 22486 		 Survival : 108.0  		 Treated : 45 		 Reward : 1855.03
Updates : 22488 		 Survival : 108.0  		 Treated : 45 		 Reward : 1786.79
Updates : 22490 		 Survival : 108.0  		 Treated : 45 		 Reward : 1687.36
Updates : 22492 		 Survival : 108.0  		 Treated : 45 		 Reward : 2039.86
Updates : 22494 		 Survival : 108.0  		 Treated : 45 		 Reward : 2039.86
Updates : 22496 		 Survival : 108.0  		 Treated : 45 		 Reward : 2039.86
Updates : 22498 		 Survival : 108.0  		 Treated : 45 		 Reward : 2043.25
Updates : 22500 		 Survival : 108.0  		 Treated : 45 		 Reward : 2043.25
--------------------------------------------------------------------------------------------
saving model at : ../PPO_pretrained/online/gym_cancer:CancerControl-v0/patient011/final/patient011_10_20220922-1005-m1-0.8-AI-0.8_PPO_gym_cancer:CancerControl-v0_0_0.pth
model saved
Elapsed Time  :  13:13:56
--------------------------------------------------------------------------------------------
Updates : 22502 		 Survival : 108.0  		 Treated : 45 		 Reward : 2043.25
Updates : 22504 		 Survival : 108.0  		 Treated : 45 		 Reward : 1617.62
Updates : 22506 		 Survival : 108.0  		 Treated : 45 		 Reward : 1551.11
Updates : 22508 		 Survival : 88.0  		 Treated : 45 		 Reward : 989.66
Updates : 22510 		 Survival : 108.0  		 Treated : 45 		 Reward : 1793.2
Updates : 22512 		 Survival : 108.0  		 Treated : 45 		 Reward : 1389.99
Updates : 22514 		 Survival : 108.0  		 Treated : 45 		 Reward : 2042.74
Updates : 22516 		 Survival : 108.0  		 Treated : 45 		 Reward : 1658.33
Updates : 22518 		 Survival : 108.0  		 Treated : 45 		 Reward : 2042.72
Updates : 22520 		 Survival : 108.0  		 Treated : 45 		 Reward : 1591.78
Updates : 22522 		 Survival : 108.0  		 Treated : 45 		 Reward : 1763.43
Updates : 22524 		 Survival : 90.0  		 Treated : 45 		 Reward : 1077.93
Updates : 22526 		 Survival : 88.0  		 Treated : 45 		 Reward : 990.4
Updates : 22528 		 Survival : 108.0  		 Treated : 45 		 Reward : 2042.13
Updates : 22530 		 Survival : 108.0  		 Treated : 45 		 Reward : 2042.13
Updates : 22532 		 Survival : 108.0  		 Treated : 45 		 Reward : 1588.71
Updates : 22534 		 Survival : 89.0  		 Treated : 45 		 Reward : 1034.22
Updates : 22536 		 Survival : 108.0  		 Treated : 45 		 Reward : 1756.75
Updates : 22538 		 Survival : 108.0  		 Treated : 45 		 Reward : 2036.48
Updates : 22540 		 Survival : 108.0  		 Treated : 45 		 Reward : 1327.96
Updates : 22542 		 Survival : 108.0  		 Treated : 45 		 Reward : 1606.99
Updates : 22544 		 Survival : 108.0  		 Treated : 45 		 Reward : 1596.47
Updates : 22546 		 Survival : 108.0  		 Treated : 45 		 Reward : 1506.61
Updates : 22548 		 Survival : 108.0  		 Treated : 45 		 Reward : 1679.94
Updates : 22550 		 Survival : 90.0  		 Treated : 45 		 Reward : 1076.33
Updates : 22552 		 Survival : 108.0  		 Treated : 45 		 Reward : 1431.18
Updates : 22554 		 Survival : 108.0  		 Treated : 45 		 Reward : 1438.83
Updates : 22556 		 Survival : 108.0  		 Treated : 45 		 Reward : 1849.93
Updates : 22558 		 Survival : 108.0  		 Treated : 45 		 Reward : 1763.85
Updates : 22560 		 Survival : 88.0  		 Treated : 45 		 Reward : 988.48
Updates : 22562 		 Survival : 108.0  		 Treated : 45 		 Reward : 1574.33
Updates : 22564 		 Survival : 108.0  		 Treated : 45 		 Reward : 1524.78
Updates : 22566 		 Survival : 108.0  		 Treated : 45 		 Reward : 1661.88
Updates : 22568 		 Survival : 88.0  		 Treated : 45 		 Reward : 987.31
Updates : 22570 		 Survival : 108.0  		 Treated : 45 		 Reward : 1779.45
Updates : 22572 		 Survival : 108.0  		 Treated : 45 		 Reward : 1590.78
Updates : 22574 		 Survival : 108.0  		 Treated : 45 		 Reward : 2035.35
Updates : 22576 		 Survival : 108.0  		 Treated : 45 		 Reward : 1790.28
Updates : 22578 		 Survival : 108.0  		 Treated : 45 		 Reward : 1595.59
Updates : 22580 		 Survival : 108.0  		 Treated : 45 		 Reward : 1599.61
Updates : 22582 		 Survival : 108.0  		 Treated : 45 		 Reward : 1625.03
Updates : 22584 		 Survival : 90.0  		 Treated : 45 		 Reward : 1076.33
Updates : 22586 		 Survival : 108.0  		 Treated : 45 		 Reward : 1691.55
Updates : 22588 		 Survival : 108.0  		 Treated : 45 		 Reward : 1679.11
Updates : 22590 		 Survival : 108.0  		 Treated : 45 		 Reward : 1677.28
Updates : 22592 		 Survival : 108.0  		 Treated : 45 		 Reward : 1522.31
Updates : 22594 		 Survival : 108.0  		 Treated : 45 		 Reward : 1598.16
Updates : 22596 		 Survival : 108.0  		 Treated : 45 		 Reward : 1667.94
Updates : 22598 		 Survival : 108.0  		 Treated : 45 		 Reward : 1568.96
Updates : 22600 		 Survival : 89.0  		 Treated : 45 		 Reward : 1030.59
Updates : 22602 		 Survival : 108.0  		 Treated : 45 		 Reward : 1828.76
